,SIT,Field1,TEXT
5861,When I got the scholarship I was very happy as the finacial á burden of the family was reduced.,joy,"Ketika saya mendapat beasiswa, saya sangat senang karena beban keuangan keluarga berkurang."
5862,I experienced fear when I was not prepared for the final year á degree exams.,fear,Saya mengalami ketakutan ketika saya tidak siap untuk ujian tingkat akhir tahun terakhir.
5863,"When the others did not do their bit of work on a group á assignment task, and I had to do all the work.",anger,"Ketika yang lain tidak melakukan pekerjaan mereka sedikit pada tugas tugas kelompok, dan saya harus melakukan semua pekerjaan."
5864,"After having been ill, when I was coming back to the hostel, I á felt very sad leaving home.",sadness,"Setelah sakit, ketika saya kembali ke asrama, saya merasa sedih meninggalkan rumah."
5865,"When my friend got very low marks in field work even though he á had worked throughout the year, I had this feeling.",disgust,"Ketika teman saya mendapat nilai sangat rendah dalam pekerjaan lapangan meskipun dia telah bekerja sepanjang tahun, saya merasakan hal ini."
5866,"I felt ashamed when I fought with my mother on some issue, and á caused her trouble.",shame,"Saya merasa malu ketika saya bertarung dengan ibu saya dalam beberapa masalah, dan á menyebabkan masalahnya."
5867,"I had enough time to do my assignment, and I did not do it well.  á When the lecturer scolded me, I had this feeling.",guilt,"Saya punya cukup waktu untuk melakukan tugas saya, dan saya tidak melakukannya dengan baik. → Ketika dosen itu memarahi saya, saya merasakan hal ini."
5868,When I was selected at TISS X.,joy,Ketika saya terpilih di TISS X.
5869,When I almost walked on a snake.,fear,Ketika saya hampir berjalan di atas seekor ular.
5870,When I was insulted by a man.,anger,Ketika saya dihina oleh seorang pria.
5871,When my mother left for Kenya.,sadness,Ketika ibuku pergi ke Kenya.
5872,[ When I see that the toilet is unclean.],disgust,[Ketika saya melihat bahwa toiletnya kotor.]
5873,When my co-resident opened the bathroom door while I was bathing á inside.,shame,Ketika co-resident saya membuka pintu kamar mandi saat saya mandi di dalam.
5874,When I could not complete my assignment on time.,guilt,Ketika saya tidak bisa menyelesaikan tugas tepat waktu.
5875,"At the pre-university, I was appreciated as an examplary á student by our pricipal.  This is something which made me feel á very happy.",joy,"Di pra-universitas, saya dihargai sebagai murid teladan oleh kepala sekolah kami. Ini adalah sesuatu yang membuat saya merasa sangat bahagia."
5876,[ No response.],fear,[ Tidak ada respon.]
5877,"When I was blamed for some of my attributes which are very often á misunderstood, especially when one is very frank.",anger,"Ketika saya disalahkan untuk beberapa atribut saya yang sangat sering disalahpahami, terutama ketika seseorang sangat jujur."
5878,"When my sister lost her only son, who was sixteen years old.  I á felt very bad about it as this was the first death in my family á and then I learned slowly to understand to life.",sadness,"Ketika saudara perempuan saya kehilangan putra satu-satunya, yang berusia enam belas tahun. Saya merasa sangat tidak enak karena ini adalah kematian pertama di keluarga saya dan kemudian saya belajar perlahan untuk memahami kehidupan."
5879,"When I was in a Christian institution, sometimes the nuns would á send back the people who came to visit us when it was not the á visiting hours.  This disgusted me.",disgust,"Ketika saya berada di lembaga Kristen, kadang-kadang para biarawati akan mengirim kembali orang-orang yang datang mengunjungi kami ketika itu bukan jam kunjungan. Ini membuat saya jijik."
5880,[ No response.],shame,[ Tidak ada respon.]
5881,"Once I was not able to give a relative, who was in a critical á period, a helping hand.  Whenever I think about it I feel guilty  á for letting down the person who trusted me to give him a helping á hand.",guilt,"Suatu kali saya tidak bisa memberi saudara, yang berada dalam masa kritis, bantuan. Setiap kali saya memikirkannya, saya merasa bersalah karena telah mengecewakan orang yang memercayai saya untuk membantunya."
5882,The day I got a letter from the U.G.C informing me that I had á been awarded the junior research fellowship.,joy,Pada hari saya mendapat surat dari U.G.C yang memberi tahu saya bahwa saya telah dianugerahi beasiswa penelitian junior.
5883,"When I was working in Delhi, I had gone alone to see the hostel á where I would be residing.",fear,"Ketika saya sedang bekerja di Delhi, saya pergi sendirian untuk melihat asrama - di mana saya akan tinggal."
5884,"When a relative, who had come to our place, created untidyness á and dirtyness.",anger,"Ketika seorang kerabat, yang datang ke tempat kami, menciptakan kerusuhan á dan kekotoran."
5885,When I had to leave home to go to some other place to study.,sadness,Ketika saya harus meninggalkan rumah untuk pergi ke tempat lain untuk belajar.
5886,"When I went to visit a relative and saw how messy and dirty his á place was, in the absence of his wife.",disgust,"Ketika saya pergi mengunjungi kerabat dan melihat betapa berantakan dan kotornya tempat itu, tanpa kehadiran istrinya."
5887,When I broke-down while seeing off my friend.,shame,Ketika aku mogok saat melihat teman saya.
5888,[ The day I have not worked (academic) hard enough.],guilt,[Hari saya belum bekerja (akademik) cukup keras.]
5889,"[ When I have achieved what I wanted to achieve, I feel the above á stated emotion. Also when I am sucessful.]",joy,"[Ketika saya telah mencapai apa yang ingin saya capai, saya merasakan emosi yang disebutkan di atas. Juga ketika saya sukses.]"
5890,"Once when I was walking alone at mid-night, I happened to put my á foot on a frog, as it felt smooth I thought that it was a snake  á and I felt afraid. á á ",fear,"Suatu ketika ketika saya sedang berjalan sendirian di tengah malam, saya kebetulan meletakkan kaki saya di atas seekor katak, karena rasanya halus saya pikir itu adalah seekor ular dan saya merasa takut. A A"
5891,My friend and I were to attend a very important meeting and he á had promised to come and pick me up.  But he did not turn up and á I felt very angry at him.,anger,Teman saya dan saya akan menghadiri pertemuan yang sangat penting dan dia telah berjanji untuk datang dan menjemput saya. Tetapi dia tidak muncul dan á Saya merasa sangat marah padanya.
5892,"I was really hoping that I would pass the examination, but I á failed and so I felt very sad.",sadness,"Saya benar-benar berharap bahwa saya akan lulus ujian, tetapi saya gagal dan karenanya saya merasa sangat sedih."
5893,[ I feel disgusted at people who talk negatively about a person á without knowing the person well.],disgust,[Aku merasa jijik pada orang yang berbicara negatif tentang seseorang á tanpa mengenal orang itu dengan baik.]
5894,[ I have felt shame but am unable to remember any particular á incident.],shame,[Aku merasa malu tapi tidak bisa mengingat kejadian khusus apa pun.]
5895,[ Whenever I do something prohibited or wrong I feel guilty.],guilt,"[Setiap kali aku melakukan sesuatu yang dilarang atau salah, aku merasa bersalah.]"
5896,"When I stood first in the B.A exams.  Earlier I had heard of á these boys and girls who were toppers, but when I first heard of á me having topped I could not believe it.",joy,"Ketika saya berdiri pertama dalam ujian B.A. Sebelumnya saya pernah mendengar tentang anak laki-laki dan perempuan ini yang berada di puncak, tetapi ketika saya pertama kali mendengar tentang saya setelah saya tidak bisa mempercayainya."
5897,"When my son fell off the cot at the age of 5 months, I became á very nervous and thought that it would cause defects in his head.  ",fear,"Ketika anak saya jatuh dari ranjang pada usia 5 bulan, saya menjadi sangat gugup dan berpikir bahwa itu akan menyebabkan cacat di kepalanya."
5898,I was very angry one day when my husband ignored me and slept      á on a separate bed.  He had no reasons to doubt me or to neglect á me and I had never imagined that he could do such a thing.,anger,Saya sangat marah suatu hari ketika suami saya mengabaikan saya dan tidur di ranjang yang terpisah. Dia tidak punya alasan untuk meragukan saya atau mengabaikan saya dan saya tidak pernah membayangkan bahwa dia bisa melakukan hal seperti itu.
5899,When I heard the news of the death of my father.  It was in the á evening and I was alone all night in my room trying to remember á the face of my father.,sadness,Ketika saya mendengar berita kematian ayah saya. Itu di á sore dan aku sendirian sepanjang malam di kamarku mencoba mengingat á wajah ayahku.
5900,One day my colleague misbehaved with me.  I felt disgusted and á thought to myself that he could only do this because I was a á woman.,disgust,Suatu hari kolega saya berperilaku tidak baik dengan saya. Saya merasa jijik dan berpikir dalam hati bahwa dia hanya bisa melakukan ini karena saya adalah seorang wanita.
5901,One day I addressed my husband in an abusive manner in front of á his friends.  Later on I realized this myself and felt ashamed of á myself.,shame,Suatu hari saya berbicara dengan suami saya dengan kasar di depan teman-temannya. Kemudian saya menyadari hal ini sendiri dan merasa malu pada diri saya sendiri.
5902,"My mother misunderstood me and prevented me from doing something. á  In return I did not talk to her for a few days, only later on I á realized that what she had done had been for my good.",guilt,"Ibu saya salah paham dan mencegah saya melakukan sesuatu. In Sebagai imbalannya saya tidak berbicara dengannya selama beberapa hari, hanya kemudian saya menyadari bahwa apa yang telah dia lakukan adalah untuk kebaikan saya."
5903,"When the results of the part I exams came out I felt tremendous á joy in my heart.  The results came out after a long period of á worry and anxiety, so it gave me endless relief and joy.",joy,"Ketika hasil dari bagian yang saya ujian keluar, saya merasa sangat senang di hati saya. Hasilnya muncul setelah periode panjang kekhawatiran dan kecemasan, jadi itu memberi saya kelegaan dan kegembiraan yang tak berkesudahan."
5904,I felt afraid just before receiving the question paper of the á part II exam.,fear,Saya merasa takut sebelum menerima kertas soal ujian á bagian II.
5905,I remember that when I was in school I saw a case of partiality - á one of the teachers gave private coaching classes to some girls á and she would give these girls extra attention in class and would á ignore the others.,anger,Saya ingat bahwa ketika saya masih di sekolah saya melihat kasus keberpihakan - á salah seorang guru memberikan kelas pelatihan pribadi kepada beberapa anak perempuan á dan dia akan memberikan perhatian ekstra pada anak-anak perempuan di kelas dan akan mengabaikan yang lain.
5906,"On the last day of my school life I was very sad, specially on á the farewell party day.  I felt sad to leave behind my beloved á teachers and friends.",sadness,"Pada hari terakhir kehidupan sekolah saya, saya sangat sedih, khususnya pada hari pesta perpisahan. Saya merasa sedih untuk meninggalkan guru dan teman tercinta saya."
5907,I was most disgusted when I had to make a nagging three day á journey recently from Calcutta to Bombay.  It was very boring and á tiring.,disgust,Saya sangat jijik ketika harus melakukan perjalanan tiga hari yang mengganggu baru-baru ini dari Calcutta ke Bombay. Itu sangat membosankan dan melelahkan.
5908,"I remember that once, a friend did not co-operate with me due to á some unavoidable reasons.  Unaware of this I treated her unjustly á till I realized everything, and then I felt ashamad of my deeds. ",shame,"Saya ingat bahwa suatu kali, seorang teman tidak bekerja sama dengan saya karena beberapa alasan yang tidak dapat dihindari. Tidak menyadari hal ini, saya memperlakukannya dengan tidak adil - sampai saya menyadari segalanya, dan kemudian saya merasa malu dengan perbuatan saya."
5909,"I did badly in one of the vital exams, despite getting proper á guidance from my parents.  I felt guilty of improper use of the á chances provided to me. ",guilt,"Saya gagal dalam salah satu ujian penting, meskipun mendapat bimbingan yang tepat dari orang tua saya. Saya merasa bersalah karena penggunaan yang tidak benar atas kesempatan yang diberikan kepada saya."
5910,[ I can not recall one.],joy,[Aku tidak bisa mengingatnya.]
5911,[ I do not recall one here either.],fear,[Aku juga tidak ingat satu di sini.]
5912,"[ This emotion has never been an intense one, that makes it á difficult to recall it.]",anger,"[Emosi ini tidak pernah kuat, yang membuatnya sulit mengingatnya.]"
5913,When my honest intentions were marred by another's jealousy.,sadness,Ketika niat jujur ​​saya dirusak oleh kecemburuan orang lain.
5914,[ The previous incident holds good here also.],disgust,[Insiden sebelumnya juga berlaku di sini.]
5915,[ ....has not really happened.],shame,[.... belum benar-benar terjadi.]
5916,When an event took place in another's life and which I thought I á could have avoided.,guilt,Ketika suatu peristiwa terjadi dalam kehidupan orang lain dan yang saya pikir saya bisa hindari.
5917,The day I was happiest was the day when I received a phone call á from Eve's Weekly to inform me that I had won the first prize of á the All India Essay competition.  I had won this prize when I was á an under-graduate when even post graduates had participated.  I á had been judged by eminent judges and political scientists.,joy,Hari saya paling bahagia adalah hari ketika saya menerima panggilan telepon á dari Eve's Weekly untuk memberi tahu saya bahwa saya telah memenangkan hadiah pertama á dari kompetisi All India Essay. Saya telah memenangkan hadiah ini ketika saya masih seorang sarjana bahkan ketika pascasarjana telah berpartisipasi. Saya telah diadili oleh hakim dan ilmuwan politik terkemuka.
5918,"Fear is an emotion that I experience very often.  Naturally this á is during exams and subsequently while waiting for the results.  á However there is one occassion when I was paralyzed with fear.  á This was when I was doing my M.A.-I, and we had a series of student á lectures.  I was one of the participants and my lecture happened á to be the opening lecture.  I had been confident all morning, about á twenty minutes before the lecture, my confidence started failing á me.  I felt my heart go cold, my lips go dry and I was really á paralyzed.  This incident of fear is still fresh.",fear,"Ketakutan adalah emosi yang sangat sering saya alami. Tentu saja ini adalah selama ujian dan selanjutnya sambil menunggu hasilnya. However Namun ada satu kesempatan ketika saya lumpuh karena ketakutan. á Inilah saat saya melakukan M.A.-I, dan kami mengadakan serangkaian kuliah á. Saya adalah salah satu peserta dan kuliah saya kebetulan menjadi kuliah pembuka. Saya telah percaya diri sepanjang pagi, sekitar á dua puluh menit sebelum kuliah, kepercayaan diri saya mulai gagal á saya. Saya merasa hati saya menjadi dingin, bibir saya menjadi kering dan saya benar-benar lumpuh. Kejadian ketakutan ini masih segar."
5919,"I experience this emotion quite often but the day I was most á angry was the day I got pulled up for something I had not done.  á It happened during my school days, I had not spoken a word in á class but the monitor had written my name on the board.  So I á had a remark in my callender which I had to get signed by my á parents.  This remark resulted in me being spanked.",anger,"Saya mengalami emosi ini cukup sering tetapi hari saya paling á marah adalah hari saya ditarik untuk sesuatu yang belum saya lakukan. á Itu terjadi selama masa sekolah saya, saya belum berbicara sepatah kata pun di kelas tetapi monitor telah menuliskan nama saya di papan tulis. Jadi saya á memiliki komentar di penelepon saya yang harus ditandatangani oleh orang tua saya. Komentar ini membuat saya dipukul."
5920,"I have once been very sad and lonely.  This was when I was trying á to organize a play as a student (15 years).  Instead of á materializing, it fizzled out.  The worst thing was that the play á fell apart completely and I found myself weeping uncontrollably.  á Now when I think of it, I laugh it off; but at that time it was á intense.",sadness,"Saya pernah sangat sedih dan kesepian. Ini adalah ketika saya mencoba untuk mengatur permainan sebagai siswa (15 tahun). Alih-alih terwujud, itu gagal. Yang terburuk adalah drama itu berantakan sepenuhnya dan saya mendapati diri saya menangis tak terkendali. → Sekarang ketika saya memikirkannya, saya menertawakannya; tetapi pada saat itu sangat intens."
5921,"This is an event I will never forget.  I am considered a good á mimic.  This particular day we were waiting for a professor á to take her class.  This  professor had a peculiar accent and a á very horrible way of lecturing and to top it all we had this á class at the fag end of the day.  So this particular day I got á into my element and started imitating the professor, and the á professor entered the class right in the middle of it .  I was á unaware of her presence, some of my friends tried to warn me but á it was of no avail as I was too engrossed in mimicing.  Then I á suddenly noticed the silence and turned around to see her á entering the class.  I do not know till today if she actually saw á what I had been doing or she had completely ignored it.  Through  á out that lecture I died of shame.  All the more shameful was the á fact that she gave me a character certificate. ",shame,"Ini adalah acara yang tidak akan pernah saya lupakan. Saya dianggap sebagai peniru yang baik. Hari khusus ini kami sedang menunggu seorang profesor á untuk mengambil kelasnya. Profesor ini memiliki aksen yang aneh dan cara mengajar yang sangat mengerikan dan di atas itu semua kami memiliki kelas ini di akhir hari itu. Jadi hari ini saya memasukkan unsur saya dan mulai meniru profesor itu, dan profesor itu memasuki kelas tepat di tengah-tengahnya. Saya á tidak menyadari kehadirannya, beberapa teman saya mencoba untuk memperingatkan saya tetapi á itu tidak berhasil karena saya terlalu asyik dalam menirukan. Lalu aku tiba-tiba menyadari keheningan dan berbalik untuk melihat dia memasuki kelas. Saya tidak tahu sampai hari ini apakah dia benar-benar melihat apa yang telah saya lakukan atau dia benar-benar mengabaikannya. Melalui ceramah itu saya mati karena malu. Yang lebih memalukan adalah kenyataan bahwa dia memberi saya sertifikat karakter."
5922,[ No response.],guilt,[ Tidak ada respon.]
5923,This happened when it was finally confirmed that I had stood á first in the university for the M.A exams.  A few days before the á official results were declared a clerk had brought the results á unofficially.  So I had been expecting the results but the á confirmation allowed me to legitimately feel happy at my á success. á ,joy,Ini terjadi ketika akhirnya dikonfirmasi bahwa saya telah berdiri á pertama di universitas untuk ujian M.A. Beberapa hari sebelum á hasil resmi dinyatakan petugas telah membawa hasil á secara tidak resmi. Jadi saya telah mengharapkan hasil tetapi konfirmasi á memungkinkan saya untuk secara sah merasa bahagia pada kesuksesan á saya. Sebuah
5924,"This was when I was being followed home every day from the campus, á by a stranger.  He would follow me to the campus and then sit á outside my class.  If I was not there he would ask my friends as á to where I was.  He was a dark, ominous looking person and I was á terrified of him as I did not know his intentions.  I reported á him to the security officer, who turned him over to the police.  á I was even more petrified then.",fear,"Inilah saat saya diikuti pulang setiap hari dari kampus, á oleh orang asing. Dia akan mengikuti saya ke kampus dan kemudian duduk di luar kelas saya. Jika saya tidak ada di sana, dia akan meminta teman-teman saya sebagai tempat saya berada. Dia adalah orang yang tampak gelap dan tidak menyenangkan dan saya sangat takut padanya karena saya tidak tahu niatnya. Saya melaporkan kepadanya ke petugas keamanan, yang menyerahkannya ke polisi. á Saya bahkan lebih takut saat itu."
5925,A new gas connection was to be installed and the mechanic who came á to do it was very rude to my mother and me.  I rushed to thhe á dealer with my mother and had a fight with the dealer as he á seemed to be unreasonable and was taking the mechanic's side.  á Ultimately the matter was resolved after my father went and spoke á to him.  The mechanic was asked to apologize.,anger,Koneksi gas baru akan dipasang dan montir yang datang untuk melakukannya sangat kasar bagi saya dan ibu saya. Saya bergegas ke dealer à dengan ibu saya dan bertengkar dengan dealer karena ia á tampaknya tidak masuk akal dan mengambil sisi mekanik. Ul Pada akhirnya masalah ini diselesaikan setelah ayah saya pergi dan berbicara á kepadanya. Mekanik diminta untuk meminta maaf.
5926,"The day I was to receive my gold-medal for the M.A, my á grandmother, who I loved very much, died after an illness.  She  á died a few hours before the convocation.  While I was á attending the convocation I had to control my grief as she would á not have liked me to miss it.  It was a day she had been waiting á for, but did not get to see. ",sadness,"Pada hari saya menerima medali emas untuk M.A, nenek saya, yang sangat saya cintai, meninggal setelah suatu penyakit. Dia meninggal beberapa jam sebelum pertemuan. Ketika saya sedang menghadiri pertemuan, saya harus mengendalikan kesedihan saya karena dia tidak ingin saya melewatkannya. Itu adalah hari yang ditunggu-tunggu, tetapi tidak bisa dilihat."
5927,"We had come back from a programme and we were all (three girls)    á staying over at another girls placce.  One of them started á passing very nasty and outright bitchy remarks at me.  It was á brought on by a male colleague's compliments to me, this girl was á herself interested in this guy.  Bitchiness and catty remarks á made by women never fail to disgust me.  I can particularly á remember this incident as she knew that I had not encouraged the  á guy.",disgust,"Kami telah kembali dari sebuah program dan kami semua (tiga gadis) á menginap di gadis-gadis lain tenang. Salah satu dari mereka mulai á menyampaikan komentar yang sangat jahat dan langsung pada saya. Itu á dibawa oleh pujian rekan laki-laki kepada saya, gadis ini á dirinya tertarik pada pria ini. Bitchiness and catty berkomentar - yang dibuat oleh wanita tidak pernah gagal membuat saya jijik. Saya khususnya dapat mengingat kejadian ini karena dia tahu bahwa saya belum mendorong pria itu."
5928,"I was learning judo and my instructor wanted me to assist him in á teaching girls judo at a suburban college.  I was just a beginer, á and he made me a green belt so that I would be able to command á respect.  This was against my principles, and yet I allowed myself á to listen to him.  I gave it up soon after, however I felt very á ashamed at not sticking to my principles and at not having put my á foot down earlier.",shame,"Saya sedang belajar judo dan instruktur saya ingin saya membantunya dalam mengajar gadis-gadis judo di kampus pinggiran kota. Saya hanya seorang pemula, á dan dia membuat saya sabuk hijau sehingga saya bisa memerintahkan á hormat. Ini bertentangan dengan prinsip saya, namun saya membiarkan diri saya mendengarkan dia. Saya menyerah segera setelah itu, namun saya merasa sangat malu karena tidak berpegang pada prinsip saya dan karena tidak meletakkan kaki saya sebelumnya."
5929,"I was coming back home with my mother when the purse I was á carrying got stolen.  It was done so swifty that I did not á realize what had happened till much later.  A lot of money and the á keys of the house were lost.  I was guilt ridden at my á carelessness.  I felt terrible as I do not normally loose things á and this was quite important, especially the keys.á ",guilt,"Saya pulang ke rumah bersama ibu saya ketika dompet yang saya bawa dicuri. Itu dilakukan dengan sangat cepat sehingga saya tidak menyadari apa yang telah terjadi sampai kemudian. Banyak uang dan kunci rumah hilang. Saya merasa bersalah karena kecerobohan saya. Saya merasa tidak enak karena saya biasanya tidak kehilangan barang-barang á dan ini cukup penting, terutama kuncinya"
5930,"Inter-national sports events won by my favourite national team or á player brings me joy, e.g when India won the World cup cricket á match.",joy,"Acara olahraga internasional yang dimenangkan oleh tim atau pemain nasional favorit saya membawa saya kegembiraan, misalnya ketika India memenangkan pertandingan kriket piala dunia á."
5931,When I had gone to a school picnic and was left behind in the á forest.,fear,Ketika saya pergi ke piknik sekolah dan ditinggalkan di hutan.
5932,When I saw a few people beating a man who seemed to be a á stranger.,anger,Ketika saya melihat beberapa orang memukuli seorang pria yang sepertinya adalah orang asing.
5933,When India lost the Benson and Hedges cricket trophy.,sadness,Ketika India kehilangan trofi kriket Benson dan Hedges.
5934,[ No response.],disgust,[ Tidak ada respon.]
5935,[ No response.],shame,[ Tidak ada respon.]
5936,When I was responsible for getting my friend run-out in a vital á cricket match.,guilt,Ketika saya bertanggung jawab untuk membuat teman saya kehabisan dalam pertandingan kriket yang penting.
5937,When India won the Prudential cup by beating West-Indies in the á final match and became the world cricket champion.  West-Indies á was the strongest of the eight countries which participated in á the competition.,joy,Ketika India memenangkan piala Prudential dengan mengalahkan Hindia Barat di pertandingan terakhir dan menjadi juara kriket dunia. Hindia Barat adalah yang terkuat dari delapan negara yang berpartisipasi dalam kompetisi ini.
5938,"As a child, one evening I had read a novel about ghosts and I had á thus spent a sleepless night as I kept feeling that there were á ghosts dancing around me.",fear,"Sebagai seorang anak, suatu malam saya telah membaca novel tentang hantu dan saya telah menghabiskan malam tanpa tidur karena saya terus merasa ada hantu menari di sekitar saya."
5939,Despite our good performance and excellent results the management á refused to meet our demands.,anger,"Meskipun kinerja kami baik dan hasil yang sangat baik, manajemen á menolak untuk memenuhi permintaan kami."
5940,When my beloved girlfriend got married to another person.,sadness,Ketika pacar saya tercinta menikah dengan orang lain.
5941,When I heard that a 14 years old girl had been raped by four á rikshaw drivers in our town.,disgust,Ketika saya mendengar bahwa seorang gadis berusia 14 tahun telah diperkosa oleh empat pengemudi becak di kota kami.
5942,I feel ashamed at the fact that even after 35 years of independence   á 70% of the Indian poulation is still below the poverty line.,shame,Saya merasa malu pada kenyataan bahwa bahkan setelah 35 tahun merdeka - 70% dari persekongkolan India masih di bawah garis kemiskinan.
5943,"I read about the national and social spirit and self-discipline á of the people of developed coutries like U.S.A, England, France, á Germany etc.  Comparing this to the Indian people I felt guilty á as they have no national spirit or self-discipline.",guilt,"Saya membaca tentang semangat nasional dan sosial serta disiplin diri á dari orang-orang di negara maju seperti AS, Inggris, Prancis, á Jerman, dll. Membandingkan ini dengan orang-orang India yang saya rasa bersalah á karena mereka tidak memiliki semangat nasional atau disiplin diri ."
5944,"I felt happy at the settlement of our marriage, even though we á are from different socio-linguistic backgrounds our parents á agreed to the wedding without any conflict or discussion.  We had  á thought that they would object to the wedding but it did not happen. ",joy,"Saya merasa senang di penyelesaian pernikahan kami, meskipun kami á berasal dari latar belakang sosio-linguistik yang berbeda, orang tua kami á menyetujui pernikahan tanpa konflik atau diskusi. Kami telah á berpikir bahwa mereka akan keberatan dengan pernikahan tetapi itu tidak terjadi."
5945,"One day, early morning my mother who is healthy fell ill.  There á was no doctor or compounder near by and for a few hours -8 A.M to á 6 P.M she did not speak a single sentence, nor did she drink water á or  milk.  There was no movement in her body and I felt really á scared.  I almost lost my confidence about her survival.",fear,"Suatu hari, dini hari ibu saya yang sehat jatuh sakit. Tidak ada dokter atau peracik di dekat sini dan selama beberapa jam -8 A. M hingga 6 P. M dia tidak berbicara satu kalimat pun, dia juga tidak minum air á atau susu. Tidak ada gerakan di tubuhnya dan aku merasa sangat takut. Saya hampir kehilangan kepercayaan diri tentang kelangsungan hidupnya."
5946,"One day my elder brother badly scolded my father.  This was the á first time that I heard such abusive language from my brother.  I á requested him humbly not to use this kind of language but he did á not care for what I was saying.  Finally I picked up an axe to use á against him, in the meanwhile people intervened.",anger,"Suatu hari kakak laki-laki saya memarahi ayah saya dengan buruk. Ini adalah pertama kalinya saya mendengar bahasa kasar dari saudara saya. Saya á memintanya dengan rendah hati untuk tidak menggunakan bahasa seperti ini tetapi dia á tidak peduli dengan apa yang saya katakan. Akhirnya saya mengambil kapak untuk menggunakan á terhadapnya, sementara itu orang-orang turun tangan."
5947,"My close friend and I applied to TISS for admission last year, á unfortunately he failed to get admission.  We had done our graduation á together and are quite involved with each other, so we had wanted á to do our Masters degree together.  However, it did not work out á as we had expected it to and this saddened me.",sadness,"Teman dekat saya dan saya melamar ke TISS untuk masuk tahun lalu, á sayangnya dia gagal untuk masuk. Kami telah menyelesaikan wisuda kami bersama-sama dan cukup terlibat satu sama lain, jadi kami ingin itu melanjutkan gelar master kami bersama. Namun, itu tidak berhasil á seperti yang kami harapkan dan ini membuat saya sedih."
5948,"My classmate at TISS has the habit of biting his nails and ever á since my childhood I have never liked this habit.  This person is á near me in class, dining hall and the campus so I suggested that á he should stop biting his nails.  However he found it difficult á and my disgust feelings have not changed.",disgust,"Teman sekelas saya di TISS memiliki kebiasaan menggigit kukunya dan á sejak kecil, saya tidak pernah menyukai kebiasaan ini. Orang ini berada di dekat saya di kelas, ruang makan, dan kampus, jadi saya menyarankan agar dia berhenti menggigit kukunya. Namun dia merasa sulit á dan perasaan jijik saya belum berubah."
5949,"I had this feeling before my graduation and never dared to speak á to my relatives and  friends.  Because of this feeling I would á avoid situations, however I do not know the reason for this.",shame,"Saya memiliki perasaan ini sebelum saya lulus dan tidak pernah berani berbicara á kepada saudara dan teman saya. Karena perasaan ini saya akan menghindari situasi, namun saya tidak tahu alasannya."
5950,"One day my mother forced me to eat more and I refused, the next á day she served me more rice and mutton pieces than usual.  When I á saw this I got very angry and scolded her, and refused to eat.  á Later I felt guilty and asked her to excuse me.",guilt,"Suatu hari ibu saya memaksa saya untuk makan lebih banyak dan saya menolak, pada hari berikutnya dia melayani saya lebih banyak nasi dan potongan daging kambing dari biasanya. Ketika saya melihat ini, saya menjadi sangat marah dan memarahinya, dan menolak untuk makan. á Kemudian saya merasa bersalah dan memintanya untuk memaafkan saya."
5951,When I was in my village one of my enemies had written a á non-sense letter to a girl and he told the father of this girl á that I was the culprit.  When I got to know this I was scared as  á the girl's father was a worse man.,fear,"Ketika saya berada di desa saya salah satu musuh saya telah menulis surat á tidak masuk akal untuk seorang gadis dan dia mengatakan kepada ayah gadis ini á bahwa saya adalah pelakunya. Ketika saya mengetahui hal ini, saya takut karena ayah gadis itu adalah pria yang lebih buruk."
5952,"When I was doing research a few months ago, I had asked the á Institute to sponsor me for a computer course which was held in á TISS.  However, because of the administrative officer I could not á get the money.",anger,"Ketika saya melakukan penelitian beberapa bulan yang lalu, saya telah meminta á Institute untuk mensponsori saya untuk kursus komputer yang diadakan di TISS. Namun, karena petugas administrasi saya tidak bisa mendapatkan uang."
5953,"When I was in Bombay one of my good friends was getting married á and he had not informed me about it, this made me sad.",sadness,"Ketika saya berada di Bombay salah satu teman baik saya akan menikah á dan dia belum memberi tahu saya tentang hal itu, ini membuat saya sedih."
5954,"Some time back I had signed a letter which I had not read.  What á had happened is that something had been written against my á friend and this went to the higher authorities.  My friend asked me  á -\you also signed ?\""   """,shame,"Beberapa waktu lalu saya telah menandatangani surat yang belum saya baca. Apa yang terjadi adalah bahwa sesuatu telah ditulis terhadap teman saya dan ini pergi ke otoritas yang lebih tinggi. Teman saya bertanya kepada saya - Anda juga masuk? \ """""
5955,[ I am joyfull to be alive every night.],joy,[Aku senang hidup setiap malam.]
5956,[ I have not felt this emotion yet.],fear,[Aku belum merasakan emosi ini.]
5957,"[ On discovering the red-tapism and the bureaucratic, corrupt, á decadent, degenerated infrastucture of every public utility, á office and service; and the rampant corruption at every single á level of education and other institutions.]",anger,"[Saat menemukan tapisme merah dan infrastruktur yang birokratis, korup, dekaden, dan merosot dari setiap utilitas publik, kantor dan layanan; dan korupsi yang merajalela di setiap tingkat pendidikan dan lembaga lainnya.]"
5958,The death of Jaya Prakash Narayan caused a great deal of sadness á as I believed that he was the only true democrat and a ray of á hope on the Indian horizon.,sadness,Kematian Jaya Prakash Narayan menyebabkan banyak kesedihan karena saya percaya bahwa dia adalah satu-satunya demokrat sejati dan secercah harapan di cakrawala India.
