,TEXT,LABEL
6482,"ketika saya gagal sekolah dasar saya meninggalkan ujian. saya tidak pernah berpikir saya akan gagal. ketika saya mendengar saya gagal, saya benar-benar merasa malu pada diri sendiri.",shame
6483,suatu kali saya merasa bersalah ketika saya mengatakan kepada salah satu pacar saya sebelumnya - kami mengalami hanya karena saya tidak pernah merasa ingin memilikinya pada waktu itu.,guilt
6484,saya dipenuhi dengan sukacita ketika saya mendengar bahwa saya telah dipilih untuk program studi di universitas.,joy
6485,"beberapa waktu yang lalu, pacar saya dan saya sedang berjalan-jalan di dekat rumah orang tua saya. tiba-tiba kami bertemu kakek saya dan saya takut dia akan melapor kepada orang tua saya.",fear
6486,suatu hari saya marah dengan teman saya yang masuk ke laci saya dan á mengambil selembar kertas di mana saya ingin menulis surat dan á menggunakannya untuk bisnisnya tanpa sepengetahuan saya.,anger
6487,itu adalah berita mengejutkan bagi saya ketika saya menerima telegram dari rumah - memberi tahu saya bahwa nenek saya telah meninggal. saya harus pulang untuk menghadiri á pemakaman tetapi sayangnya saya menemukan bahwa pemakaman sudah á terjadi.,sadness
6488,"saya muak dengan perilaku kakak saya ketika dia terus membuang banyak hal karena amarahnya, setelah ibu berteriak kepadanya.",disgust
6489,saya malu dengan dosen biologi saya ketika dia bertanya kepada saya pertanyaan dan saya tidak bisa menjawabnya.,shame
6490,suatu hari saya mengobrol dengan anak-anak di rumah. kemudian saya mengambil segumpal sabun dan memberikan kepada salah satu dari mereka berpura-pura manis. saya pikir anak itu akan menyadari bahwa itu bukan. sayangnya dia tidak melakukannya dan dia memasukkannya ke dalam mulutnya.,guilt
6491,"saya menulis ujian yang sulit pada suatu waktu ketika di sekolah menengah saya. á ketika hasilnya diumumkan di radio, saya berada di urutan kedua dari 80 siswa sehingga saya merasa senang.",joy
6492,kapan minggu ujian tiba. saya menjadi takut bagaimana saya akan menangani pertanyaan.,fear
6493,minggu lalu seorang teman saya mendatangi saya dan berkata bahwa saya murung dan sulit dibujuk. dengan ini saya marah padanya.,anger
6494,saya mengalami emosi ini ketika kakek saya meninggal.,sadness
6495,"di desaku ada seorang pemungut pajak yang biasa menipu orang-orang dan mengumpulkan lebih dari yang diinginkan, kelebihannya adalah untuk keluarga dan dirinya sendiri.",disgust
6496,saya merasa malu ketika dosen saya mengatakan di kelas bahwa saya adalah yang paling bodoh dari semuanya.,shame
6497,saya merasa bersalah ketika saya ditemukan sebagai pemimpin utama membuat á kebisingan di kelas.,guilt
6498,ketika saya menerima hadiah ulang tahun yang indah untuk orang tua saya.,joy
6499,ketika saya dipanggil untuk wawancara di kamuzu college of nursing.,fear
6500,ketika saya merusak jam tangan saya yang sangat saya sukai.,anger
6501,ketika sepupu saya meninggal.,sadness
6502,ketika teman sekelas saya terlibat dalam pertengkaran.,disgust
6503,ketika saya gagal dalam ujian psikologi ketika sebagian besar siswa telah lulus.,shame
6504,ketika saya berjanji untuk mengunjungi pacar saya dan saya tidak memenuhi janji itu.,guilt
6505,"saya telah tinggal selama berbulan-bulan tanpa melihat ibu karena liburan kami pendek dan rumah saya jauh. beberapa kali, ibu datang menemui saya di sekolah, saya sangat gembira, dan saya tidak ingin dia pergi.",joy
6506,"suatu hari selama praktik klinis kami, kami memiliki pasien yang sangat sakit. unfortunately sayangnya pasien meninggal dunia. saya telah melihat dia sekarat dan itu adalah pengalaman pertama. pada malam hari saya menjadi takut - takut pada mayat.",fear
6507,itu selama awal istilah. saya memiliki k100 dan menyimpannya di dalam tas tangan saya. saya meninggalkan tas tangan di lemari pakaian tetapi tidak menguncinya. lain kali saya menemukan bahwa k30 dicuri.,anger
6508,sahabatku gagal dalam ujian. dia harus pergi dan jadi kami terpisah.,sadness
6509,saya merasa jijik saat janji bertemu dengan e.n.t. seorang spesialis telah ditolak. spesialis berasal dari inggris dan pergi pada hari yang sama dan kami tidak memilikinya.,disgust
6510,saya telah berbohong dan orang-orang langsung tahu bahwa saya telah berbohong. saya merasa sangat memalukan dan saya merasa seperti menghilang dari orang-orang.,shame
6511,saya telah menghabiskan akhir pekan mengunjungi kerabat dan teman-teman dan tidak belajar untuk kelas anatomi pada hari senin.,guilt
6512,saya memiliki wawancara untuk masuk ke perguruan tinggi. hasilnya akan diumumkan di radio. setelah lama menunggu hasilnya á dirilis. saya telah berhasil - ketegangan dilepaskan oleh sukacita.,joy
6513,"ketika saya menginjak ular di rumah, itu gelap tapi ada cahaya bulan.",fear
6514,saya pergi ke sebuah pameran di mana seorang pria yang mabuk terus mengganggu saya dan pada akhirnya saya benar-benar marah.,anger
6515,ketika saya mendengar bahwa paman saya meninggal dunia karena kecelakaan lalu lintas.,sadness
6516,saya pergi ke pesta dengan pacar saya yang mabuk dan mulai muntah. itu sangat menjijikkan.,disgust
6517,kami menulis sekolah dasar meninggalkan ujian ketika saya telah jatuh pada langkah masuk ke ruang ujian.,shame
6518,saya menyimpan buku perpustakaan teman yang sudah kadaluwarsa. teman saya dikenakan biaya atas keterlambatan mengembalikan buku ke perpustakaan. saya merasa bersalah ketika menyadari saya bertanggung jawab.,guilt
6519,saya diberi hadiah oleh saudara perempuan saya. ada banyak hal yang menyenangkan dalam paket ini.,joy
6520,saya sendirian berjalan di bagian kota yang sepi dan saya merasa takut beberapa orang akan menyerang saya dan merampok saya.,fear
6521,saya menulis ujian dan kebetulan belum melakukannya sebaik yang saya pikir saya akan lakukan. saya marah pada diri sendiri karena tidak melakukannya dengan baik.,anger
6522,saya kehilangan dompet saya yang memiliki uang di dalamnya. saya sedih sampai saya menemukannya.,sadness
6523,saya menerima surat yang terlalu kuat untuk saya. dikatakan saya telah melakukan sesuatu yang sebenarnya tidak saya lakukan.,disgust
6524,seorang teman saya meneriaki saya dengan sekelompok junior.,shame
6525,sebelum pergi ke sekolah saya biasanya mengambil sesuatu untuk dimakan tepat di sekolah dan kali ini saya mengambil uang ayah tanpa dia mengetahuinya. saya merasa bersalah dan saya mengembalikan uang itu.,guilt
6526,pada hari saya diberitahu bahwa saya telah lulus sekolah malawi saya meninggalkan á ujian dan saya dipilih untuk kuliah.,joy
6527,ketika saya bepergian pulang dengan bus dan tiba-tiba bus menabrak dan á bus bersandar pada dinding.,fear
6528,saya marah ketika seseorang mencuri majalah yang saya pinjam á dari teman lain dan menguncinya di laci.,anger
6529,ketika sahabat saya berjanji untuk datang ke rumah saya dan saya harus á menyiapkan begitu banyak barang mahal untuknya tetapi hanya belajar pada á akhirnya bahwa ia tidak akan muncul.,sadness
6530,"saya merasa jijik suatu hari ketika, ketika kami sedang makan, seorang anak def buang air besar di sisi meja.",disgust
6531,saya merasa malu pada suatu hari ketika guru saya meneriaki saya di hadapan pacar saya.,shame
6532,saya merasa bersalah suatu hari ketika saya mencuri sepotong roti di kafetaria.,guilt
6533,ketika saya telah lulus ujian mce.,joy
6534,saya takut ketika pacar saya pulang ke rumah karena orang tua saya tidak mengizinkannya pulang. saya pikir mereka akan mengejar saya keluar rumah.,fear
6535,saya marah ketika teman-teman saya mengatakan bahwa saya seharusnya tidak menerima buku-buku ilmu keperawatan karena ada desas-desus bahwa saya bermaksud untuk meninggalkan kampus.,anger
6537,ketika saya masih kecil saya memecahkan piring karena saya tidak diberi makanan dengan alasan pulang terlambat.,disgust
6538,saya malu ditertawakan oleh rekan-rekan saya ketika saya gagal menjawab pertanyaan di kelas.,shame
6539,saya merasa bersalah setelah mencuri buku masakan dari rekan-rekan saya.,guilt
6540,saya dipenuhi dengan sukacita ketika saya mendengar bahwa saya telah dipilih untuk datang ke sini di kamuzu college of nursing.,joy
6541,saya takut berjalan melewati hutan suatu hari ketika saya turun dari bus sekitar jam 6.30 sore.,fear
6542,saya marah ketika seseorang mencuri rok saya.,anger
6543,saya merasa sedih ketika ayah saya sakit.,sadness
6544,saya merasa jijik ketika seseorang mengatakan kepada saya bahwa pacar saya sebelumnya adalah pacarnya.,disgust
6545,saya malu ketika pacar saya pergi untuk duduk dengan gadis lain - ketika dia mengundang saya untuk datang menonton festival drama.,shame
6546,"saya merasa bersalah telah kembali dari rumah tanpa melihat ayah saya. á ketika saya pulang, dia sedang bekerja.",guilt
6547,waktu saya mengetahui bahwa saya telah lulus sekolah malawi saya meninggalkan á pemeriksaan sertifikat.,joy
6548,takut pada mayat.,fear
6549,seorang penjahit melarikan diri dengan rok saya.,anger
6550,cooks menolak memberi saya makanan.,sadness
6551,saya melihat luka yang berbau septik.,disgust
6552,saya malu ketika saya dikenalkan dengan jemaat á jemaat.,shame
6553,saya menipu pacar saya.,guilt
6554,seorang anak laki-laki yang sangat saya kagumi meminta saya untuk pergi bersamanya.,joy
6555,saya sedang bermain dengan teman-teman kemudian saya memutuskan untuk memercikkan pasir ke mobil yang bergerak di dekatnya. sopir marah dan datang á untuk melapor kepada orang tua saya.,fear
6556,suatu saat kembali seorang gadis lain yang berhubungan dengan mantan pacar saya - datang untuk meneriaki saya pada dua belas tengah malam. itu karena dia á pikir aku masih tertarik pada bocah itu.,anger
6557,pada 18 mei 1984 pacar saya pergi ke a.s. pada bulan desember saya diberitahu bahwa dia meninggal. dia menderita kanker kerongkongan.,sadness
6558,suatu hari saya berjalan dengan pacar saya. kami bertemu dengan mantan pacar saya - dan karena cemburu ia mulai memanggil saya dengan nama.,disgust
6559,ayah saya yang sangat pendiam mendapati bahwa saya pacaran dengan seorang bocah lelaki kulit berwarna. dia memanggil saya dengan nama dan sangat sedih.,shame
6560,saya berada di sekolah asrama selama masa sekolah dasar saya. saya patah sehingga saya berpura-pura sakit. ayah saya datang dan dia menjemput saya. dia menghabiskan banyak uang untuk biaya pengobatan yang semuanya terbukti negatif.,guilt
6561,"ketika saya lulus ujian standar 8, saya melompat, berguling ke tanah.",joy
6562,"saya merasa sangat takut ketika ayah jatuh sakit, dia tidak pernah menderita penyakit itu sejak itu dan saya tidak pernah melihatnya seperti dia.",fear
6563,saya sangat marah ketika guru menunjukkan di kelas bahwa saya adalah gadis paling pendiam di kelas.,anger
6564,sangat menyedihkan bagi saya ketika saya mendengar bahwa seorang pasien yang saya rawat di rumah sakit telah meninggal dunia. dia menderita sakit perut.,sadness
6565,"saya merasakan situasi ini ketika seorang wanita tertentu dari desa terdekat á meneriaki ibu saya karena dia tidak mendapatkan apa yang dia inginkan, dia á ingin garam untuk dimasukkan ke dalam kesukaannya.",disgust
6566,saya malu ketika mendapat hasil (nilai) terendah di kelas. semua á sama saya tidak terlalu khawatir karena saya tahu saya akan mendapatkan á lebih baik jika saya sudah cukup membaca.,shame
6567,pada suatu waktu ketika di sekolah dasar saya kehilangan sebuah pensil dari seorang teman dan saya tidak menyebutkannya sampai setelah dua minggu.,guilt
6568,waktu pertama kali saya melihat sepupu saya yang tinggal di tanzania.,joy
6569,saya gagal kertas nutrisi saya yang merupakan kertas yang mengakhiri kursus.,shame
6570,ketika seorang pasien di bangsal meninggal (orang yang berada di bawah perawatan saya). → saya merasa seolah-olah saya tidak memberikan perawatan yang tepat kepada pasien.,guilt
6571,saya dipenuhi dengan sukacita ketika saya mendengar bahwa saya telah lulus ujian sertifikat sekolah menengah saya.,joy
6572,saya takut ketika ibu saya meninggalkan saya sendirian untuk tinggal di rumah kami á selama satu bulan.,fear
6573,saya marah ketika pacar saya tidak muncul seperti yang dijanjikan.,anger
6574,saya sangat sedih ketika saya mendengar bahwa paman saya meninggal dunia á sebelum waktunya di rumah.,sadness
6575,suatu hari teman saya mengatakan kepada saya bahwa dia telah mendengar bahwa saya pindah dengan pacarnya. saya muak dengan berita itu.,disgust
6576,"saya sedang berjalan suatu hari dan saya bertemu dengan seorang pria yang ingin bertanya kepada saya tentang kakak saya, tetapi saya tidak berhenti untuk mendengar apa yang dia katakan. saya merasa malu ketika menemukannya di rumah dan dia memberi tahu saudara saya apa yang telah terjadi.",shame
6577,saya merasa bersalah ketika merobek foto yang saya temukan di tempat pacar saya hanya untuk menyadari bahwa saudara perempuannya yang ada di foto itu.,guilt
6578,"ketika pacar saya datang dari rumphi ke lilongwe untuk berkunjung, saya sangat senang melihatnya dan tidak bisa percaya dia bersama saya.",joy
6579,"ketika saya memimpikan sesuatu yang mengerikan, saya biasanya takut pada sisa hari di mana mimpi itu mungkin menjadi kenyataan misalnya, dipukuli oleh (atau dimakan?) oleh seekor ular.",fear
6580,"saya telah jatuh cinta dengan seorang pemuda yang berpura-pura mencintai saya, tetapi suatu hari saya mengetahui bahwa dia punya pacar lain yang juga teman saya.",anger
6581,saya menulis surat kepada pacar saya tetapi dia tidak bisa menjawabnya dalam waktu sehingga sebagai mekanisme pertahanan saya baru saja menemukan bahwa saya merasa sangat sedih tentang hal itu dan tidak dapat berbicara dengan siapa pun.,sadness
6582,"setelah saya menyinggung seorang teman, alih-alih dia datang kepada saya untuk bertanya dan membahas masalah dia hanya mengatakan kepada orang lain tentang hal itu dan á mengatakan semua yang dia bisa tentang saya.",disgust
6583,saya pernah mengobrol dengan teman-teman. kemudian beberapa anak laki-laki datang dan bergabung dengan kami. anak-anak lelaki ini membawa ketiga teman saya pergi dan saya ditinggalkan sendirian dalam rasa malu tanpa tahu harus ke mana dari sana.,shame
6584,suatu hari saya menemukan seorang pria yang tidak bisa mengendalikan diri di bangsal. pasien ini memiliki seorang wali yang tidak bisa memandikannya. jadi saya meninggalkannya seperti itu á tetapi merasa bersalah sampai saya kembali untuk mandi.,guilt
6585,ketika saya mendengar bahwa saya telah lulus ujian tahun pertama dan saya á siap memasuki tahun ke-2 karena saya merasa saya gagal karena mereka sangat sulit.,joy
6586,saya memecahkan jendela rumah tetangga dan saya takut akan penilaian ibu saya dan tindakan atas apa yang telah saya lakukan.,fear
6587,kepala sekolah di sekolah menengah menuduh saya membanting pintu ruang kelas ketika saya tidak di depan seluruh kelas.,anger
6588,saya menerima pesan bahwa kakak saya terlibat dalam kecelakaan mobil dan dirawat di rumah sakit.,sadness
6589,"katering menolak memberi saya gula untuk menambahkan teh saya mengatakan á bahwa tidak ada gula saat itu ada di sana, jadi saya meninggalkan kafe cafe jijik tanpa mengambil teh.",disgust
6590,saya menghina teman saya karena suatu alasan kecil dan setelah beberapa waktu saya menyadari bahwa saya salah dan merasa malu; setiap kali saya bertemu dengannya saya merasa malu.,shame
6591,"pasien saya meninggal karena anemia ketika saya mengatur transfusi darah untuknya, jadi saya merasa bersalah, karena saya pikir itu mungkin lambat.",guilt
6592,ketika saya terpilih untuk memulai formulir i di sekolah menengah malosa.,joy
6593,ketika seorang pencuri memasuki rumah tempat saya tidur.,fear
6594,saat gaunku dicuri.,anger
6595,ketika nenek saya meninggal setelah lama sakit.,sadness
6596,ketika saya naik bus yanu yanu saya duduk di dekat seorang pria yang merokok á tembakau.,disgust
6597,ketika saya menolak untuk mengambil air untuk bibiku ketika dia sedang sibuk.,shame
6598,ketika saya memukul adik perempuan saya tanpa alasan yang sah.,guilt
6599,saya sangat gembira ketika saya mendengar bahwa saya telah lulus ujian standar 8 á. hari saya mendengar berita itu adalah hari saya merayakan ulang tahun saya.,joy
6600,saya berada di rumah pada malam hari dan saya mendengar seekor hyena menangis di luar. á teriakan itu selama hampir satu jam dan aku takut itu akan merusak á jendela dan masuk ke dalam rumah.,fear
6601,saya marah pada kafetaria ketika si juru masak memarahi dan mengatakan banyak hal buruk tentang saya tanpa alasan. dia pikir aku termasuk di antara gadis-gadis yang melakukan kesalahan padanya.,anger
6602,saya sangat sedih ketika mendengar bahwa bibiku telah meninggal.,sadness
6603,"suatu hari saya merasa jijik. saya disuruh melepas kotoran anjing di sekitar rumah karena baunya tidak enak. saya melakukan pekerjaan itu, tetapi pada akhirnya saya merasa jijik.",disgust
6604,saya sangat malu ketika saya gagal dalam ujian di standar 7. guru itu menyuruh siswa lain untuk berteriak dan menertawakan saya.,shame
6605,"saya merasa bersalah karena saya mencuri beberapa permen dari toko pangan ayah saya. ketika dia bertanya kepada saya siapa yang mencuri manisan, saya katakan padanya bahwa saudara saya yang mencuri manisan dan dia dimarahi.",guilt
6606,"ketika saya mendengar bahwa saya telah lulus ujian mce, saya menghabiskan sepanjang hari menari dan makan tebu dari kebun kami.",joy
6607,ketika saya mendengar bahwa ayah saya menemukan surat dari pacar saya á dan dia memanggil saya untuk membicarakannya.,fear
6608,ketika seorang anak lelaki mengatakan bahwa aku adalah pacarnya. saya wrote menulis kepadanya surat penghinaan kepadanya dan memanggilnya nama.,anger
6609,ketika saya mendengar bahwa ayah saya telah meninggal dunia. saya tidak bisa makan selama satu minggu dan hanya menangis. saya tidak dapat menemukan keberanian untuk pergi ke mandi.,sadness
6610,ketika seorang bocah lelaki yang paling aku benci di kelas kami mengambil t jersey-ku dari meja saya dan mengenakannya.,disgust
6611,ketika saya membasahi kepala (atau tempat tidur?) suatu hari saudari saya menemukannya dan melaporkannya kepada saudara kandung lainnya. jadi ibu saya harus memarahi saya.,shame
6612,ketika saya menghina adik perempuan saya karena kesalahan yang sangat kecil karena mengenakan sepatu saya. dia menulis surat permintaan maaf kepada saya dan pesannya termasuk membuat saya merasa bersalah.,guilt
6613,"itu pada tahun 1983 september ketika hasil mce diumumkan di radio. ketika saya mendengar nama saya bahwa saya telah melakukannya dengan baik, saya hanya diam saja. saya sangat senang bahwa saya bahkan tidak bisa berbicara.",joy
6614,saya sedang dalam perjalanan pulang ketika tiba-tiba gule wamkulu datang dari semak dan memblokir jalan. saya takut dan tidak tahu apa yang harus saya lakukan.,fear
6615,"seorang pria pergi ke orang tua saya dan mengatakan kepada mereka bahwa saya sudah menikah á di sini, ketika saya di sini di sekolah. ketika saya pulang untuk liburan, orang tua saya bertanya kepada saya tentang hal itu dan saya marah kepada pria itu.",anger
6616,"ketika saya pulang pada liburan, saya menemukan bahwa keponakan saya telah meninggal. saya sangat sedih karena anak-anak bahkan tidak sakit sebelum kematian tetapi tiba-tiba meninggal.",sadness
6617,saya bertemu dengan seorang wanita di depot bus yang menggunakan bahasa yang buruk tetapi seorang wanita yang sangat pintar.,disgust
6618,saya mengenakan gaun kotor pada suatu hari ketika saya pergi ke kota. saya bertemu dengan seorang teman lama yang berkomentar tentang pakaian saya sehingga saya merasa malu.,shame
6619,suatu hari saya berteriak pada saudara saya yang tidak melakukan kesalahan pada saya - hanya saja saya mendapat kekecewaan dari seorang teman dan memproyeksikannya kepada dia. dia menangis dan saya merasa bersalah setelah beberapa saat.,guilt
6620,"saya gembira ketika saya menerima hadiah (2 buku dan pensil) á dari kepala sekolah di standar 6 karena saya telah lulus, saya menjadi á no. 1 dan dia berkata saya adalah salah satu murid yang memiliki perilaku yang baik.",joy
6621,"saya pergi ke pertemuan doa di malam hari dan sayangnya mobil saya rusak, jadi saudari saya yang lain berkata saya harus berjalan sendirian dari ndirande ke chirimba sekitar tengah malam. jadi kami sampai di rumah pada jam 1 pagi. saya takut akan perampok dan dardness.",fear
6622,"saya marah beberapa hari yang lalu karena guru menyuruh saya menyapu kulit jeruk. teman-teman saya yang seharusnya menyapu, tetapi guru memberi tahu saya untuk melakukannya.",anger
6623,saya sangat sedih ketika mendengar bahwa saudara lelaki saya telah gagal dalam ujian standar 8 untuk ketiga kalinya.,sadness
6624,saya sangat jijik pada hari pertama saya pergi untuk meletakkan mayat di aula. ada banyak mayat dan beberapa ditemukan á jadi kami harus meletakkan di atas mayat-mayat lainnya.,disgust
6625,saya benar-benar memalukan ketika ibu memukuli saya di hadapan teman-teman saya karena saya tidak memasak makan siang sampai jam 2.,shame
6626,saya merasa bersalah tempo hari karena saya mengambil dua potong roti á bukannya satu di kafetaria dan beberapa gadis kekurangan roti.,guilt
6627,saya senang mendengar bahwa saudara perempuan saya telah memenangkan hadiah dalam menjalankan kompetisi.,joy
6628,"saya takut ketika saya bertemu paman saya karena kali ini saya bersama pacar saya, saya pikir saya tidak akan diberikan uang saku.",fear
6629,saya marah ketika saya tidak diberikan izin keluar selama á akhir pekan lalu.,anger
6630,saya sedih mendengar bahwa saudara lelaki saya mengalami kecelakaan sepeda motor.,sadness
6631,saya jijik ketika adik perempuan saya dipukul oleh teman-temannya.,disgust
6632,saya malu memberi tahu ibu saya bahwa saya jatuh dengan sepeda.,shame
6633,saya merasa bersalah ketika saya menolak untuk meminjamkan uang kepada teman saya yang membutuhkannya segera.,guilt
6634,ketika saudara saya membelikan saya sepasang sepatu yang bagus dari afrika selatan.,joy
6635,"saya diminta untuk bergabung dengan teman saya di sebuah perahu di mangochi lake malawi á dan ketika berbelok, sepertinya kapal itu akan tenggelam di á samping.",fear
6636,seseorang mengambil jam tangan saya dan berjanji untuk memperbaikinya dan á kemudian mengatakan kepada saya bahwa ia tidak dapat mengembalikannya kepada saya karena saya á kasar pada waktu tertentu.,anger
6637,pacar saya tidak muncul setelah berjanji bahwa dia akan datang.,sadness
6638,saya terpaksa pergi ke pesta dengan seseorang yang tidak saya cintai dan dia mengatakan kepada orang-orang bahwa saya adalah pacarnya.,disgust
6639,ketika seorang pria mabuk menampar pantat saya ketika saya diam-diam á berdiri menunggu bus.,shame
6640,saya meminjam kaset radio teman saya dan colokannya pecah dan beberapa potong putus ketika colokan jatuh dari tangan saya.,guilt
6641,setelah lulus ujian pendidikan malawi saya dan terpilih ke sekolah keperawatan kamuzu.,joy
6642,saya tidur sendirian di rumah pada malam hari. seorang anak laki-laki yang mengenakan celana pendek hanya mengetuk jendela sambil berbisik bahwa saya harus membuka baju untuknya.,fear
6643,pasien yang saya harapkan sembuh tiba-tiba meninggal setelah dia menunjukkan makan.,anger
6645,saya diberi tahu bahwa saya tidak boleh mengunjungi saudara perempuan saya karena liburan singkat.,disgust
6646,saya adalah yang terakhir di antara daftar kegagalan di kelas biologi saya.,shame
6647,saya harus mempersiapkan relish untuk keluarga. saya terlalu matang dan tidak ada yang menyukai makanan hari itu.,guilt
6648,saat saudara perempuan saya melahirkan bayi pertama saya sangat bahagia dan gembira karena dia tinggal selama dua hari setelah menikah sebelum dia punya anak.,joy
6649,"beberapa waktu yang lalu saya dulu tinggal dengan ibu saya sendirian kemudian tiba saatnya á ketika ayah bergabung dengan keluarga dari tempat kerjanya, saya mendapati diri saya á karena takut kepadanya tanpa sebab sama sekali.",fear
6650,saya sangat marah dengan seorang pasien yang menolak untuk menggunakan narkoba.,anger
6651,"ketika saya mendengar kematian seorang teman yang baru saja menyelesaikan pelatihannya, saya merasa sangat sedih karena dia masih muda.",sadness
6652,"ketika saya melihat seorang wanita mengenakan celana panjang, saya merasa itu adalah penyamaran menurut budaya malawi.",disgust
6653,beberapa waktu yang lalu saya datang dari bangsal dan kutu sudah ada di seragam saya karena selimut pasien memiliki banyak kutu. kebetulan pacarku mengambil kutu dari seragam putihku. á saya sangat malu.,shame
6654,saya dulu punya dua pacar di masa lalu. kemudian salah satu dari mereka á ingin bertunangan dengan saya. saya setuju tetapi sadar bersalah karena mengecewakan yang lain.,guilt
6655,saya merasa gembira ketika saya mendengar bahwa saya telah dipilih untuk pendidikan di college.,joy
6656,"saya takut ketika saya menyadari bahwa relish itu terlalu matang á hanya karena saya tidak cukup tertarik untuk memeriksa apakah ada á masih cukup air di relish atau tidak, sebaliknya saya hanya á bermain dengan teman-teman saya.",fear
6657,saya merasa marah ketika teman saya mengatakan bahwa saya telah mencuri uangnya.,anger
6658,saya merasa sedih ketika mendengar bahwa sepupu saya meninggal begitu saja tiba-tiba.,sadness
6659,saya merasa jijik ketika saya melihat seorang pemabuk muntah sangat ofensif.,disgust
6660,saya merasa malu ketika mengetahui bahwa saya memasak nsima yang penuh dengan lampu di dalamnya.,shame
6661,saya merasa bersalah ketika mengetahui bahwa beberapa teman menemukan á selesai di kafetaria karena saya mengambil makanan yang lebih dari á bagian saya.,guilt
6662,saya menerima uang dari ayah saya pada saat saya benar-benar patah.,joy
6663,teman saya telah bercerita tentang burung tertentu yang ketika menangis pada malam hari itu adalah pertanda bahwa seseorang akan mati. jadi suatu malam saya á sendirian di rumah dan saya mendengar tangisan burung dan saya takut.,fear
6664,salah satu teman saya pergi dan memberi tahu teman saya yang lain bahwa saya akan berbatasan dengan pria lain di lilongwe selain yang saya miliki. á dia bilang aku terlihat bersamanya.,anger
6665,saya menerima surat dari rumah yang memberi tahu saya bahwa saudara perempuan saya sangat sakit.,sadness
6666,seseorang berkeliling menyebarkan berita bahwa saya suka orang-orang dengan uang.,disgust
6667,saya jatuh dari sepeda di hadapan banyak orang.,shame
6668,seseorang salah menafsirkan apa yang saya katakan padanya. saya telah mengatakan kepadanya bahwa saya gagal memasukkan selang nasogastric tetapi dia pergi dan memarahi pasien bahwa dia tidak mau bekerja sama.,guilt
6669,"saya terpilih untuk datang ke sini (universitas, perguruan tinggi) ketika saya paling tidak mengharapkannya.",joy
6670,saya takut pada ayah saya (orang tua) ketika saya pertama kali hamil. saya takut melahirkan sendiri dan apakah saya akan melahirkan seorang stiiborn atau bayi.,fear
6671,"itu ketika saya menemukan bahwa pacar saya punya gadis lain. saya menemukan itu melalui surat yang ia tulis kepada gadis itu ketika ia pergi. ketika saya bertanya kepadanya, dia menerimanya.",anger
6672,anak saya meninggal setelah sakit pendek ketika dia baru berumur sebelas bulan. saya hanya diberi tahu tentang kematiannya tanpa tahu bahwa dia sakit.,sadness
6673,"ayah saya berjanji untuk mengirimi saya uang saku pada akhir bulan karena á saya ingin membeli sepasang sepatu baru ketika saya masih di sekolah menengah á, tetapi dia tidak.",disgust
6674,"saya baru saja membuka kamar mandi tanpa mengetuk tanpa tahu bahwa seseorang sedang mandi di dalam, itu kebetulan ayah saya.",shame
6675,saya memukuli adik perempuan saya karena dia menolak mencuci piring. dia mulai menangis dan saya merasa menyesal dan bersalah atas apa yang saya lakukan.,guilt
6676,diterima oleh tim sepakbola kampus.,joy
6677,berkelahi dengan teman sekelas di sma.,fear
6678,membuat kesalahan dalam ujian.,anger
6679,ujian gagal.,sadness
6680,diberi tugas oleh para pemimpin yang tidak saya sukai.,disgust
6681,tidak menyelesaikan pekerjaan rumah.,shame
6682,"buat kesalahan, tersinggung teman saya.",guilt
6683,artikel diterbitkan di koran kampus.,joy
6684,berjalan di jalan yang gelap tanpa ada orang di sekitar.,fear
6685,teman saya salah paham.,anger
6687,ketua kelas menyuruh saya mengumpulkan pekerjaan rumah untuknya.,disgust
6689,tidak membaca referensi ketika orang lain membacanya.,guilt
6690,menemukan uang di jalan dan mengembalikannya kepada pemilik melalui polisi.,joy
6692,mendengarkan pidato panjang para pemimpin partai menyia-nyiakan waktu saya.,anger
6693,teman perempuanku meninggalkanku.,sadness
6694,orang tidak memberi isyarat di ruang makan kampus.,disgust
6695,lihat film tentang eight nation army yang menaklukkan beijing.,shame
6696,"tidak ada hasil yang ideal dalam ujian masuk universitas, bersalah karena keluarga dan teman.",guilt
6697,membantu di sekolah penitipan anak.,joy
6698,memberitahu orang tua saya bahwa saya tidak berhasil dalam ujian.,fear
6699,sprei saya (sekarang orang tua saya) rusak oleh teman sekamar.,anger
6700,tidak diterima oleh teman sekelas di universitas.,sadness
6701,"menunggu bus tidak datang untuk waktu yang lama, dan supir bus á sedang makan siang yang panjang.",disgust
6702,tidak memiliki nilai bagus seperti orang lain untuk pekerjaan rumah.,shame
6703,tidak menyerahkan pekerjaan rumah tepat waktu.,guilt
6704,mendapat hadiah dari teman saya untuk ulang tahun saya.,joy
6705,"kehilangan dompet saya, uang di dompet itu milik orang tua saya.",fear
6706,korea selatan memenangkan lebih banyak medali emas di olimpiade asia (lebih dari cina).,anger
6707,melihat desa tempat saya berasal masih membayar uang untuk membeli istri.,sadness
6708,melihat teman sekamar saya mengacaukan kamar kami.,disgust
6709,ternyata saya tidak pandai sepakbola.,shame
6710,memberi tiket makan yang salah kepada orang lain (teman sekelasku).,guilt
6711,"datang ke ceramah ini dan mendengarkan anda berbicara tentang perasaan, á saya sangat senang bahwa orang asing memiliki perasaan yang sama dengan orang cina.",joy
6712,kerusakan keran di aula perumahan.,fear
